CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetimestamp,DateTime
3.5,1383.0,17.3,1218.0,758.0,497.0,196.0,1506.0,1738.0,13.0,60.9,0.9061,1105531200,2005-01-12 12:00:00
3.8,1337.0,17.7,1231.0,647.0,505.0,185.0,1518.0,1611.0,14.7,52.3,0.8687,1105534800,2005-01-12 13:00:00
3.1,1243.0,15.2,1155.0,431.0,546.0,156.0,1473.0,1398.0,15.1,49.6,0.8428,1105538400,2005-01-12 14:00:00
3.4,1304.0,18.2,1244.0,491.0,507.0,173.0,1558.0,1497.0,15.7,48.8,0.8657,1105542000,2005-01-12 15:00:00
3.3,1284.0,17.2,1216.0,476.0,522.0,166.0,1545.0,1415.0,15.8,48.9,0.8707,1105545600,2005-01-12 16:00:00
3.4,1303.0,17.6,1226.0,538.0,521.0,173.0,1554.0,1457.0,14.6,54.0,0.8946,1105549200,2005-01-12 17:00:00
4.7,1461.0,25.4,1440.0,621.0,440.0,177.0,1806.0,1669.0,14.3,56.3,0.9119,1105552800,2005-01-12 18:00:00
5.7,1517.0,28.4,1512.0,728.0,421.0,182.0,1902.0,1740.0,14.1,57.8,0.9262,1105556400,2005-01-12 19:00:00
5.6,1526.0,27.5,1492.0,716.0,428.0,166.0,1883.0,1770.0,13.1,62.9,0.943,1105560000,2005-01-12 20:00:00
5.9,1495.0,23.3,1386.0,782.0,457.0,177.0,1736.0,1734.0,12.0,67.5,0.9467,1105563600,2005-01-12 21:00:00
3.6,1333.0,15.2,1154.0,550.0,534.0,158.0,1441.0,1647.0,10.7,70.9,0.9113,1105567200,2005-01-12 22:00:00
2.5,1216.0,11.1,1020.0,377.0,605.0,133.0,1337.0,1379.0,10.0,73.2,0.8988,1105570800,2005-01-12 23:00:00
2.9,1232.0,11.5,1032.0,391.0,599.0,123.0,1347.0,1331.0,9.4,75.0,0.8874,1105574400,2005-01-13 00:00:00
2.5,1181.0,10.2,985.0,433.0,629.0,120.0,1312.0,1240.0,8.5,76.9,0.8557,1105578000,2005-01-13 01:00:00
1.7,1042.0,6.0,814.0,287.0,746.0,105.0,1167.0,1036.0,8.4,75.9,0.8407,1105581600,2005-01-13 02:00:00
1.1,915.0,3.7,695.0,192.0,883.0,86.0,1094.0,826.0,6.2,82.1,0.7825,1105588800,2005-01-13 04:00:00
0.9,891.0,3.2,666.0,161.0,931.0,77.0,1058.0,798.0,7.0,77.3,0.7759,1105592400,2005-01-13 05:00:00
1.0,937.0,3.7,694.0,194.0,915.0,81.0,1054.0,817.0,6.5,79.7,0.7751,1105596000,2005-01-13 06:00:00
1.6,1086.0,8.0,901.0,343.0,715.0,103.0,1216.0,1055.0,7.7,76.8,0.8112,1105599600,2005-01-13 07:00:00
3.1,1326.0,16.3,1190.0,624.0,531.0,127.0,1509.0,1391.0,8.2,74.9,0.8184,1105603200,2005-01-13 08:00:00
4.1,1469.0,24.0,1403.0,758.0,452.0,134.0,1780.0,1665.0,8.8,73.2,0.8298,1105606800,2005-01-13 09:00:00
3.9,1321.0,15.7,1170.0,760.0,532.0,158.0,1488.0,1539.0,9.7,70.1,0.8432,1105610400,2005-01-13 10:00:00
3.6,1396.0,16.5,1196.0,713.0,524.0,175.0,1492.0,1653.0,11.7,62.7,0.8586,1105614000,2005-01-13 11:00:00
3.2,1270.0,12.8,1077.0,615.0,583.0,178.0,1353.0,1586.0,13.1,58.5,0.877,1105617600,2005-01-13 12:00:00
2.2,1189.0,11.3,1025.0,319.0,626.0,135.0,1316.0,1332.0,14.2,54.1,0.8707,1105621200,2005-01-13 13:00:00
2.4,1227.0,12.9,1081.0,338.0,570.0,133.0,1396.0,1369.0,14.2,54.3,0.8757,1105624800,2005-01-13 14:00:00
2.7,1266.0,14.1,1118.0,380.0,564.0,134.0,1410.0,1373.0,14.0,56.3,0.894,1105628400,2005-01-13 15:00:00
2.7,1277.0,15.8,1175.0,366.0,531.0,137.0,1480.0,1397.0,13.5,57.8,0.8933,1105632000,2005-01-13 16:00:00
3.9,1438.0,19.9,1295.0,567.0,470.0,160.0,1620.0,1577.0,12.3,63.0,0.9015,1105635600,2005-01-13 17:00:00
5.2,1523.0,26.6,1470.0,702.0,414.0,166.0,1811.0,1783.0,11.4,68.0,0.9166,1105639200,2005-01-13 18:00:00
4.0,1384.0,19.8,1290.0,523.0,475.0,144.0,1571.0,1568.0,10.8,69.5,0.8995,1105642800,2005-01-13 19:00:00
2.9,1283.0,13.3,1093.0,373.0,581.0,129.0,1354.0,1356.0,11.0,67.1,0.8766,1105646400,2005-01-13 20:00:00
3.3,1304.0,13.0,1085.0,467.0,571.0,129.0,1385.0,1419.0,9.5,71.3,0.8458,1105650000,2005-01-13 21:00:00
2.0,1126.0,7.5,880.0,260.0,690.0,107.0,1202.0,1177.0,8.8,71.0,0.8089,1105653600,2005-01-13 22:00:00
1.8,1141.0,7.8,892.0,244.0,686.0,101.0,1213.0,1141.0,8.0,73.4,0.7899,1105657200,2005-01-13 23:00:00
2.7,1183.0,8.8,930.0,317.0,669.0,112.0,1210.0,1179.0,7.6,73.0,0.7629,1105660800,2005-01-14 00:00:00
1.8,1090.0,6.4,830.0,224.0,744.0,98.0,1125.0,1056.0,7.1,73.9,0.7515,1105664400,2005-01-14 01:00:00
1.3,1032.0,4.5,736.0,176.0,809.0,90.0,1064.0,973.0,7.1,73.5,0.7439,1105668000,2005-01-14 02:00:00
1.1,981.0,4.2,721.0,103.0,866.0,59.0,1059.0,836.0,5.1,81.3,0.7204,1105675200,2005-01-14 04:00:00
1.6,1104.0,6.9,851.0,367.0,687.0,98.0,1101.0,1085.0,4.3,82.9,0.6968,1105678800,2005-01-14 05:00:00
1.3,989.0,5.0,762.0,326.0,793.0,109.0,1076.0,959.0,5.3,80.4,0.7234,1105682400,2005-01-14 06:00:00
1.4,1079.0,7.3,869.0,374.0,732.0,110.0,1160.0,1039.0,5.7,79.3,0.7326,1105686000,2005-01-14 07:00:00
5.0,1472.0,24.5,1418.0,756.0,459.0,159.0,1681.0,1554.0,6.8,74.8,0.7423,1105689600,2005-01-14 08:00:00
4.3,1313.0,16.9,1206.0,690.0,513.0,144.0,1469.0,1546.0,6.9,75.2,0.7505,1105693200,2005-01-14 09:00:00
4.1,1363.0,17.7,1229.0,754.0,515.0,147.0,1490.0,1638.0,8.0,71.9,0.7712,1105696800,2005-01-14 10:00:00
3.8,1347.0,17.1,1212.0,750.0,527.0,179.0,1443.0,1568.0,9.3,67.1,0.7849,1105700400,2005-01-14 11:00:00
3.1,1240.0,14.7,1140.0,590.0,567.0,164.0,1388.0,1433.0,10.2,63.6,0.7928,1105704000,2005-01-14 12:00:00
3.3,1280.0,17.4,1222.0,525.0,526.0,160.0,1519.0,1452.0,11.0,60.9,0.7966,1105707600,2005-01-14 13:00:00
3.1,1210.0,15.1,1151.0,406.0,569.0,143.0,1428.0,1345.0,11.3,60.1,0.8022,1105711200,2005-01-14 14:00:00
2.7,1216.0,14.5,1134.0,360.0,566.0,138.0,1403.0,1336.0,12.2,56.9,0.8068,1105714800,2005-01-14 15:00:00
3.4,1320.0,16.9,1207.0,448.0,535.0,143.0,1498.0,1442.0,11.9,59.1,0.8211,1105718400,2005-01-14 16:00:00
5.0,1477.0,24.3,1412.0,733.0,450.0,196.0,1704.0,1748.0,10.3,66.3,0.8286,1105722000,2005-01-14 17:00:00
5.8,1512.0,26.4,1463.0,765.0,435.0,189.0,1720.0,1802.0,7.9,77.1,0.8223,1105729200,2005-01-14 19:00:00
5.8,1496.0,25.7,1447.0,715.0,435.0,188.0,1710.0,1796.0,8.3,75.0,0.8253,1105732800,2005-01-14 20:00:00
5.0,1360.0,18.2,1246.0,716.0,513.0,190.0,1504.0,1600.0,8.2,75.2,0.8185,1105736400,2005-01-14 21:00:00
1.7,1024.0,6.2,819.0,235.0,782.0,126.0,1101.0,1083.0,8.3,69.7,0.7632,1105740000,2005-01-14 22:00:00
1.6,1094.0,6.7,845.0,198.0,780.0,113.0,1127.0,1064.0,6.7,74.4,0.7344,1105743600,2005-01-14 23:00:00
2.3,1111.0,7.5,877.0,293.0,735.0,129.0,1142.0,1104.0,6.4,74.9,0.7238,1105747200,2005-01-15 00:00:00
2.4,1097.0,7.5,878.0,356.0,737.0,128.0,1140.0,1053.0,4.9,80.1,0.7011,1105750800,2005-01-15 01:00:00
2.0,1051.0,6.2,820.0,285.0,778.0,122.0,1087.0,1009.0,4.8,79.4,0.6872,1105754400,2005-01-15 02:00:00
1.1,902.0,3.1,659.0,158.0,940.0,92.0,972.0,800.0,3.4,81.4,0.6425,1105765200,2005-01-15 05:00:00
1.0,957.0,2.8,641.0,95.0,1013.0,70.0,940.0,784.0,4.2,77.0,0.6439,1105768800,2005-01-15 06:00:00
1.3,973.0,4.3,728.0,148.0,902.0,83.0,1004.0,854.0,3.5,80.8,0.6406,1105772400,2005-01-15 07:00:00
1.9,1074.0,9.7,967.0,337.0,703.0,127.0,1201.0,1065.0,3.5,80.3,0.6366,1105776000,2005-01-15 08:00:00
2.6,1115.0,10.9,1012.0,453.0,650.0,142.0,1230.0,1161.0,4.0,78.5,0.645,1105779600,2005-01-15 09:00:00
2.7,1136.0,10.6,1001.0,497.0,653.0,155.0,1216.0,1192.0,4.5,76.6,0.6534,1105783200,2005-01-15 10:00:00
2.4,1128.0,10.0,977.0,448.0,673.0,153.0,1199.0,1202.0,5.6,72.3,0.6627,1105786800,2005-01-15 11:00:00
2.7,1196.0,11.6,1035.0,496.0,633.0,177.0,1259.0,1338.0,7.5,64.4,0.672,1105790400,2005-01-15 12:00:00
3.1,1267.0,15.6,1166.0,535.0,567.0,179.0,1382.0,1505.0,8.9,60.8,0.6921,1105794000,2005-01-15 13:00:00
4.4,1355.0,18.1,1244.0,644.0,536.0,212.0,1454.0,1715.0,10.6,55.3,0.7058,1105797600,2005-01-15 14:00:00
3.2,1194.0,12.3,1061.0,459.0,622.0,182.0,1257.0,1473.0,12.3,46.3,0.6597,1105801200,2005-01-15 15:00:00
2.9,1188.0,11.4,1029.0,409.0,635.0,168.0,1243.0,1433.0,12.2,47.0,0.6686,1105804800,2005-01-15 16:00:00
3.0,1279.0,15.2,1154.0,515.0,573.0,179.0,1391.0,1544.0,10.5,55.1,0.6993,1105808400,2005-01-15 17:00:00
3.7,1361.0,17.4,1223.0,640.0,525.0,182.0,1454.0,1648.0,8.7,66.3,0.7491,1105812000,2005-01-15 18:00:00
3.3,1235.0,12.8,1078.0,505.0,616.0,166.0,1265.0,1519.0,7.6,65.3,0.6842,1105819200,2005-01-15 20:00:00
3.6,1289.0,14.7,1140.0,560.0,590.0,168.0,1317.0,1532.0,6.5,67.6,0.6608,1105822800,2005-01-15 21:00:00
2.3,1124.0,8.3,910.0,389.0,717.0,148.0,1112.0,1340.0,5.9,66.4,0.6226,1105826400,2005-01-15 22:00:00
3.0,1231.0,11.1,1017.0,492.0,655.0,151.0,1207.0,1414.0,5.2,70.0,0.6232,1105830000,2005-01-15 23:00:00
3.8,1289.0,13.6,1104.0,531.0,623.0,165.0,1257.0,1499.0,5.2,67.8,0.6028,1105833600,2005-01-16 00:00:00
3.2,1166.0,9.8,970.0,487.0,705.0,165.0,1136.0,1306.0,4.9,67.1,0.5863,1105837200,2005-01-16 01:00:00
2.1,1062.0,7.6,884.0,293.0,748.0,128.0,1062.0,1172.0,5.1,65.5,0.5811,1105840800,2005-01-16 02:00:00
1.7,1003.0,5.9,807.0,219.0,819.0,115.0,1021.0,1005.0,3.7,68.9,0.5549,1105848000,2005-01-16 04:00:00
1.4,929.0,4.2,721.0,198.0,923.0,120.0,956.0,913.0,4.5,62.7,0.5343,1105851600,2005-01-16 05:00:00
1.2,951.0,4.5,737.0,166.0,910.0,106.0,977.0,922.0,4.7,62.3,0.5368,1105855200,2005-01-16 06:00:00
1.4,1011.0,5.4,783.0,255.0,835.0,118.0,1013.0,1026.0,3.9,67.1,0.5483,1105858800,2005-01-16 07:00:00
1.4,939.0,4.8,751.0,312.0,898.0,156.0,984.0,952.0,5.7,54.5,0.5034,1105862400,2005-01-16 08:00:00
1.7,946.0,6.3,827.0,236.0,876.0,130.0,1037.0,915.0,6.1,50.3,0.4769,1105866000,2005-01-16 09:00:00
1.0,841.0,2.6,625.0,172.0,1054.0,112.0,846.0,687.0,9.0,39.5,0.4554,1105869600,2005-01-16 10:00:00
1.0,850.0,2.6,629.0,138.0,1076.0,96.0,847.0,597.0,10.7,34.4,0.4406,1105873200,2005-01-16 11:00:00
0.8,831.0,2.2,602.0,121.0,1123.0,89.0,824.0,527.0,11.1,33.4,0.4401,1105876800,2005-01-16 12:00:00
1.0,866.0,3.0,652.0,143.0,1060.0,98.0,857.0,573.0,11.9,30.8,0.4285,1105880400,2005-01-16 13:00:00
0.8,819.0,1.9,576.0,114.0,1142.0,85.0,809.0,492.0,11.4,32.0,0.431,1105884000,2005-01-16 14:00:00
0.7,833.0,2.0,584.0,107.0,1144.0,80.0,821.0,463.0,11.3,32.5,0.4334,1105887600,2005-01-16 15:00:00
1.1,877.0,2.8,642.0,176.0,1037.0,112.0,859.0,565.0,11.0,33.0,0.4331,1105891200,2005-01-16 16:00:00
1.1,892.0,3.3,668.0,180.0,1017.0,121.0,872.0,632.0,10.3,35.0,0.4377,1105894800,2005-01-16 17:00:00
1.2,899.0,3.4,674.0,212.0,1002.0,132.0,893.0,691.0,8.4,40.9,0.4542,1105898400,2005-01-16 18:00:00
2.0,1008.0,7.1,861.0,331.0,839.0,160.0,977.0,943.0,8.3,38.5,0.4228,1105902000,2005-01-16 19:00:00
2.2,1013.0,7.4,873.0,369.0,820.0,167.0,984.0,985.0,8.1,37.9,0.41,1105905600,2005-01-16 20:00:00
1.5,912.0,4.3,730.0,274.0,959.0,157.0,893.0,821.0,7.7,39.0,0.4106,1105909200,2005-01-16 21:00:00
1.2,907.0,3.9,705.0,199.0,995.0,130.0,880.0,767.0,7.0,41.5,0.4193,1105912800,2005-01-16 22:00:00
1.5,953.0,5.2,771.0,248.0,905.0,145.0,936.0,895.0,6.6,42.6,0.4179,1105916400,2005-01-16 23:00:00
1.4,916.0,3.8,701.0,197.0,954.0,133.0,899.0,791.0,6.4,44.2,0.428,1105920000,2005-01-17 00:00:00
1.2,894.0,3.5,682.0,147.0,991.0,110.0,881.0,770.0,6.0,46.0,0.4349,1105923600,2005-01-17 01:00:00
1.0,895.0,2.9,648.0,135.0,1001.0,100.0,875.0,839.0,4.4,53.1,0.4484,1105927200,2005-01-17 02:00:00
0.7,837.0,1.1,512.0,95.0,1228.0,79.0,836.0,720.0,3.7,55.8,0.4489,1105934400,2005-01-17 04:00:00
0.5,795.0,1.0,504.0,94.0,1258.0,79.0,840.0,682.0,2.6,58.6,0.4385,1105938000,2005-01-17 05:00:00
0.7,874.0,1.6,552.0,121.0,1162.0,90.0,857.0,723.0,3.2,56.0,0.4364,1105941600,2005-01-17 06:00:00
1.0,920.0,3.2,667.0,131.0,1005.0,95.0,916.0,813.0,3.6,55.4,0.4419,1105945200,2005-01-17 07:00:00
3.0,1257.0,15.9,1176.0,552.0,612.0,169.0,1357.0,1365.0,1.8,63.3,0.4464,1105948800,2005-01-17 08:00:00
4.1,1222.0,18.0,1239.0,614.0,574.0,199.0,1346.0,1472.0,2.4,60.2,0.4426,1105952400,2005-01-17 09:00:00
3.1,1196.0,14.7,1139.0,530.0,617.0,186.0,1271.0,1497.0,4.6,52.1,0.4472,1105956000,2005-01-17 10:00:00
3.8,1214.0,15.1,1153.0,721.0,612.0,208.0,1244.0,1626.0,8.2,40.5,0.4414,1105959600,2005-01-17 11:00:00
2.7,1149.0,13.4,1096.0,474.0,639.0,178.0,1219.0,1476.0,10.5,34.7,0.4393,1105963200,2005-01-17 12:00:00
3.1,1166.0,14.5,1134.0,514.0,603.0,176.0,1227.0,1531.0,11.1,33.3,0.4384,1105966800,2005-01-17 13:00:00
3.1,1170.0,14.7,1138.0,504.0,611.0,177.0,1233.0,1503.0,11.1,32.6,0.4292,1105970400,2005-01-17 14:00:00
3.2,1176.0,17.0,1209.0,508.0,588.0,182.0,1264.0,1488.0,12.4,28.3,0.4076,1105974000,2005-01-17 15:00:00
3.3,1147.0,15.3,1158.0,529.0,615.0,182.0,1200.0,1435.0,12.9,24.5,0.363,1105977600,2005-01-17 16:00:00
4.0,1294.0,21.2,1330.0,676.0,535.0,193.0,1363.0,1725.0,11.4,28.7,0.3865,1105981200,2005-01-17 17:00:00
3.6,1256.0,16.7,1201.0,582.0,563.0,181.0,1251.0,1699.0,7.2,50.6,0.517,1105992000,2005-01-17 20:00:00
3.0,1205.0,13.4,1098.0,460.0,610.0,172.0,1170.0,1587.0,6.0,53.3,0.5008,1105995600,2005-01-17 21:00:00
1.9,1087.0,8.7,926.0,340.0,715.0,153.0,1053.0,1390.0,5.3,55.0,0.4921,1105999200,2005-01-17 22:00:00
1.9,1092.0,7.4,875.0,298.0,751.0,143.0,1010.0,1347.0,4.2,58.1,0.4832,1106002800,2005-01-17 23:00:00
1.6,1039.0,6.7,845.0,300.0,775.0,142.0,993.0,1268.0,3.4,60.9,0.4809,1106006400,2005-01-18 00:00:00
1.4,1001.0,5.0,762.0,223.0,850.0,131.0,948.0,1155.0,3.0,60.2,0.4639,1106010000,2005-01-18 01:00:00
1.0,925.0,3.4,677.0,151.0,958.0,105.0,901.0,1024.0,3.2,58.8,0.4578,1106013600,2005-01-18 02:00:00
0.8,880.0,2.5,618.0,125.0,1023.0,87.0,893.0,928.0,3.1,59.7,0.4604,1106024400,2005-01-18 05:00:00
0.9,950.0,3.5,680.0,181.0,936.0,106.0,914.0,1028.0,4.2,57.1,0.4743,1106028000,2005-01-18 06:00:00
1.5,1039.0,6.9,855.0,341.0,783.0,140.0,1025.0,1210.0,3.4,58.5,0.4608,1106031600,2005-01-18 07:00:00
3.1,1284.0,16.8,1204.0,552.0,599.0,167.0,1337.0,1531.0,3.9,57.3,0.4661,1106035200,2005-01-18 08:00:00
3.8,1342.0,17.2,1215.0,796.0,542.0,196.0,1332.0,1806.0,5.5,54.9,0.4985,1106046000,2005-01-18 11:00:00
4.2,1523.0,21.7,1342.0,745.0,466.0,184.0,1588.0,1677.0,6.4,82.9,0.8022,1106078400,2005-01-18 20:00:00
1.5,1172.0,6.0,813.0,339.0,774.0,152.0,1233.0,1118.0,10.3,74.0,0.9237,1106082000,2005-01-18 21:00:00
0.1,1021.0,3.3,670.0,135.0,932.0,104.0,1187.0,828.0,11.3,71.8,0.9577,1106085600,2005-01-18 22:00:00
0.2,1125.0,4.9,758.0,167.0,820.0,104.0,1241.0,867.0,9.8,81.9,0.9923,1106089200,2005-01-18 23:00:00
0.9,1197.0,6.6,840.0,232.0,712.0,124.0,1298.0,974.0,9.5,83.8,0.9972,1106092800,2005-01-19 00:00:00
1.0,1174.0,6.7,842.0,273.0,723.0,127.0,1286.0,975.0,9.9,81.0,0.9885,1106096400,2005-01-19 01:00:00
0.4,1106.0,4.4,733.0,165.0,822.0,109.0,1208.0,902.0,9.9,79.8,0.9725,1106100000,2005-01-19 02:00:00
0.1,909.0,2.5,622.0,130.0,1046.0,89.0,992.0,730.0,5.6,69.5,0.6362,1106118000,2005-01-19 07:00:00
0.7,1098.0,7.6,881.0,265.0,760.0,128.0,1203.0,974.0,7.0,64.9,0.6512,1106121600,2005-01-19 08:00:00
1.2,1036.0,7.3,868.0,314.0,732.0,152.0,1158.0,958.0,7.1,65.4,0.6644,1106125200,2005-01-19 09:00:00
0.2,912.0,3.7,692.0,194.0,923.0,128.0,1020.0,713.0,6.4,67.4,0.6537,1106128800,2005-01-19 10:00:00
0.3,965.0,4.6,742.0,193.0,889.0,110.0,1099.0,661.0,8.6,63.3,0.7073,1106139600,2005-01-19 13:00:00
0.6,1009.0,6.7,845.0,263.0,771.0,128.0,1132.0,856.0,10.0,55.0,0.6753,1106143200,2005-01-19 14:00:00
0.2,918.0,4.3,729.0,176.0,904.0,114.0,1014.0,639.0,9.4,53.6,0.6333,1106146800,2005-01-19 15:00:00
0.2,920.0,4.3,729.0,168.0,891.0,110.0,1013.0,647.0,9.2,55.0,0.6402,1106150400,2005-01-19 16:00:00
0.7,923.0,4.1,715.0,170.0,915.0,112.0,1015.0,646.0,8.7,55.1,0.6228,1106154000,2005-01-19 17:00:00
1.8,1021.0,7.6,883.0,234.0,766.0,130.0,1139.0,846.0,8.9,54.4,0.62,1106157600,2005-01-19 18:00:00
2.2,998.0,7.0,858.0,256.0,770.0,135.0,1109.0,857.0,8.6,53.6,0.5992,1106161200,2005-01-19 19:00:00
2.3,1061.0,9.6,962.0,257.0,721.0,141.0,1167.0,942.0,9.0,50.4,0.5809,1106164800,2005-01-19 20:00:00
2.6,1016.0,7.8,892.0,317.0,758.0,141.0,1109.0,945.0,9.2,49.8,0.5808,1106168400,2005-01-19 21:00:00
1.1,859.0,2.4,611.0,135.0,1053.0,95.0,918.0,562.0,8.8,52.1,0.5918,1106172000,2005-01-19 22:00:00
1.2,945.0,3.9,707.0,159.0,963.0,97.0,1005.0,657.0,8.8,50.9,0.5781,1106175600,2005-01-19 23:00:00
1.8,937.0,4.1,715.0,186.0,896.0,112.0,995.0,723.0,8.7,51.1,0.5755,1106179200,2005-01-20 00:00:00
1.1,876.0,2.5,618.0,102.0,1032.0,74.0,948.0,555.0,8.6,51.5,0.5772,1106182800,2005-01-20 01:00:00
0.9,831.0,1.3,530.0,75.0,1169.0,62.0,893.0,472.0,8.5,51.9,0.5766,1106186400,2005-01-20 02:00:00
0.6,810.0,0.7,470.0,41.0,1315.0,40.0,863.0,412.0,7.8,54.2,0.5755,1106193600,2005-01-20 04:00:00
0.6,822.0,0.9,493.0,50.0,1278.0,45.0,876.0,453.0,7.1,56.0,0.569,1106197200,2005-01-20 05:00:00
0.9,898.0,2.9,646.0,189.0,1013.0,93.0,954.0,702.0,7.0,57.6,0.5784,1106200800,2005-01-20 06:00:00
1.0,909.0,2.7,636.0,182.0,992.0,104.0,947.0,720.0,7.5,55.3,0.5734,1106204400,2005-01-20 07:00:00
3.4,1256.0,14.4,1130.0,636.0,616.0,162.0,1316.0,1311.0,7.0,56.3,0.566,1106208000,2005-01-20 08:00:00
4.2,1298.0,17.2,1217.0,704.0,552.0,169.0,1409.0,1444.0,7.6,53.5,0.5605,1106211600,2005-01-20 09:00:00
2.9,1139.0,11.5,1031.0,652.0,649.0,170.0,1181.0,1388.0,12.4,37.1,0.5329,1106218800,2005-01-20 11:00:00
2.6,1135.0,11.9,1047.0,529.0,641.0,151.0,1175.0,1379.0,13.9,32.3,0.5117,1106222400,2005-01-20 12:00:00
2.6,1117.0,12.6,1071.0,438.0,638.0,150.0,1178.0,1289.0,14.4,28.9,0.4723,1106226000,2005-01-20 13:00:00
3.0,1094.0,14.3,1128.0,438.0,626.0,154.0,1191.0,1280.0,14.8,25.4,0.4259,1106229600,2005-01-20 14:00:00
2.3,982.0,10.3,990.0,378.0,745.0,140.0,1018.0,1059.0,15.1,20.8,0.3536,1106233200,2005-01-20 15:00:00
3.0,1107.0,14.5,1134.0,482.0,639.0,167.0,1172.0,1299.0,15.4,23.5,0.4076,1106236800,2005-01-20 16:00:00
4.5,1290.0,21.9,1349.0,709.0,534.0,204.0,1386.0,1638.0,13.7,28.1,0.4381,1106240400,2005-01-20 17:00:00
6.0,1445.0,28.5,1516.0,796.0,455.0,210.0,1594.0,1946.0,11.5,37.5,0.5068,1106244000,2005-01-20 18:00:00
4.3,1357.0,21.2,1330.0,605.0,511.0,182.0,1414.0,1798.0,10.4,42.3,0.5337,1106247600,2005-01-20 19:00:00
3.4,1248.0,16.0,1179.0,472.0,577.0,165.0,1259.0,1609.0,9.9,44.0,0.5381,1106251200,2005-01-20 20:00:00
2.8,1220.0,13.0,1085.0,411.0,618.0,150.0,1205.0,1531.0,8.7,48.3,0.5458,1106254800,2005-01-20 21:00:00
2.1,1137.0,7.0,856.0,264.0,758.0,132.0,1032.0,1338.0,8.1,49.9,0.5417,1106258400,2005-01-20 22:00:00
1.7,1102.0,6.4,829.0,217.0,773.0,120.0,1015.0,1274.0,7.3,52.8,0.5419,1106262000,2005-01-20 23:00:00
1.8,1082.0,5.8,801.0,211.0,780.0,119.0,1035.0,1200.0,8.0,52.2,0.5623,1106265600,2005-01-21 00:00:00
1.6,1053.0,5.6,795.0,179.0,786.0,110.0,1039.0,1143.0,6.8,56.4,0.5609,1106269200,2005-01-21 01:00:00
1.4,1003.0,4.5,740.0,135.0,847.0,94.0,992.0,1048.0,6.7,57.4,0.5654,1106272800,2005-01-21 02:00:00
1.3,1118.0,6.6,841.0,284.0,702.0,117.0,1056.0,1368.0,5.5,66.5,0.6054,1106283600,2005-01-21 05:00:00
1.6,1206.0,9.2,948.0,357.0,628.0,121.0,1129.0,1540.0,5.9,65.8,0.6178,1106287200,2005-01-21 06:00:00
2.4,1256.0,12.2,1056.0,469.0,582.0,138.0,1230.0,1575.0,6.4,63.9,0.6192,1106290800,2005-01-21 07:00:00
4.5,1501.0,22.6,1367.0,766.0,465.0,174.0,1558.0,1856.0,7.2,62.2,0.6351,1106294400,2005-01-21 08:00:00
4.3,1427.0,19.4,1280.0,800.0,500.0,175.0,1481.0,1948.0,8.3,58.5,0.6403,1106301600,2005-01-21 10:00:00
2.9,1300.0,13.9,1113.0,402.0,573.0,142.0,1291.0,1845.0,12.8,46.9,0.6919,1106316000,2005-01-21 14:00:00
3.0,1401.0,16.8,1204.0,415.0,526.0,139.0,1401.0,1947.0,13.1,48.0,0.7181,1106319600,2005-01-21 15:00:00
1.4,1411.0,16.4,1191.0,570.0,519.0,135.0,1426.0,1920.0,13.4,51.2,0.7808,1106326800,2005-01-21 17:00:00
2.3,1434.0,18.0,1239.0,530.0,506.0,223.0,1458.0,1835.0,12.1,55.3,0.7777,1106330400,2005-01-21 18:00:00
1.6,1489.0,20.3,1305.0,617.0,476.0,194.0,1547.0,1919.0,12.0,56.5,0.7924,1106334000,2005-01-21 19:00:00
1.7,1508.0,18.2,1246.0,797.0,496.0,207.0,1498.0,1791.0,8.1,73.8,0.7968,1106348400,2005-01-21 23:00:00
1.5,1392.0,15.1,1153.0,757.0,542.0,198.0,1395.0,1506.0,7.1,77.3,0.7826,1106359200,2005-01-22 02:00:00
0.5,1297.0,11.5,1032.0,388.0,605.0,126.0,1297.0,1300.0,7.0,77.8,0.7848,1106366400,2005-01-22 04:00:00
0.9,1331.0,13.7,1106.0,497.0,568.0,144.0,1322.0,1383.0,5.7,80.5,0.7416,1106370000,2005-01-22 05:00:00
0.4,1288.0,11.6,1036.0,582.0,590.0,183.0,1242.0,1413.0,5.2,81.4,0.7276,1106373600,2005-01-22 06:00:00
0.5,1322.0,13.2,1091.0,574.0,565.0,193.0,1307.0,1471.0,5.6,80.4,0.7349,1106377200,2005-01-22 07:00:00
0.8,1390.0,15.6,1167.0,588.0,522.0,196.0,1392.0,1619.0,6.3,78.8,0.7544,1106380800,2005-01-22 08:00:00
1.4,1443.0,16.9,1207.0,645.0,502.0,208.0,1431.0,1673.0,6.9,76.9,0.7682,1106384400,2005-01-22 09:00:00
1.6,1496.0,18.5,1254.0,643.0,484.0,217.0,1472.0,1881.0,9.2,67.7,0.79,1106388000,2005-01-22 10:00:00
1.0,1432.0,15.0,1150.0,547.0,527.0,204.0,1393.0,1818.0,14.0,52.0,0.8288,1106395200,2005-01-22 12:00:00
1.0,1398.0,15.0,1149.0,461.0,535.0,192.0,1417.0,1699.0,15.0,50.2,0.8495,1106398800,2005-01-22 13:00:00
1.3,1380.0,16.9,1206.0,455.0,515.0,186.0,1500.0,1677.0,14.9,49.9,0.8394,1106402400,2005-01-22 14:00:00
