,datetimestamp,T,RH,AH,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT)
4990,1105927200,4.4,53.1,0.4484,895.0,648.0,1001.0,875.0,839.0,1.0
4991,1105934400,3.7,55.8,0.4489,837.0,512.0,1228.0,836.0,720.0,0.7
4992,1105938000,2.6,58.6,0.4385,795.0,504.0,1258.0,840.0,682.0,0.5
4993,1105941600,3.2,56.0,0.4364,874.0,552.0,1162.0,857.0,723.0,0.7
4994,1105945200,3.6,55.4,0.4419,920.0,667.0,1005.0,916.0,813.0,1.0
4995,1105948800,1.8,63.3,0.4464,1257.0,1176.0,612.0,1357.0,1365.0,3.0
4996,1105952400,2.4,60.2,0.4426,1222.0,1239.0,574.0,1346.0,1472.0,4.1
4997,1105956000,4.6,52.1,0.4472,1196.0,1139.0,617.0,1271.0,1497.0,3.1
4998,1105959600,8.2,40.5,0.4414,1214.0,1153.0,612.0,1244.0,1626.0,3.8
4999,1105963200,10.5,34.7,0.4393,1149.0,1096.0,639.0,1219.0,1476.0,2.7
5000,1105966800,11.1,33.3,0.4384,1166.0,1134.0,603.0,1227.0,1531.0,3.1
5001,1105970400,11.1,32.6,0.4292,1170.0,1138.0,611.0,1233.0,1503.0,3.1
5002,1105974000,12.4,28.3,0.4076,1176.0,1209.0,588.0,1264.0,1488.0,3.2
5003,1105977600,12.9,24.5,0.363,1147.0,1158.0,615.0,1200.0,1435.0,3.3
5004,1105981200,11.4,28.7,0.3865,1294.0,1330.0,535.0,1363.0,1725.0,4.0
5005,1105992000,7.2,50.6,0.517,1256.0,1201.0,563.0,1251.0,1699.0,3.6
5006,1105995600,6.0,53.3,0.5008,1205.0,1098.0,610.0,1170.0,1587.0,3.0
5007,1105999200,5.3,55.0,0.4921,1087.0,926.0,715.0,1053.0,1390.0,1.9
5008,1106002800,4.2,58.1,0.4832,1092.0,875.0,751.0,1010.0,1347.0,1.9
5009,1106006400,3.4,60.9,0.4809,1039.0,845.0,775.0,993.0,1268.0,1.6
5010,1106010000,3.0,60.2,0.4639,1001.0,762.0,850.0,948.0,1155.0,1.4
5011,1106013600,3.2,58.8,0.4578,925.0,677.0,958.0,901.0,1024.0,1.0
5012,1106024400,3.1,59.7,0.4604,880.0,618.0,1023.0,893.0,928.0,0.8
5013,1106028000,4.2,57.1,0.4743,950.0,680.0,936.0,914.0,1028.0,0.9
5014,1106031600,3.4,58.5,0.4608,1039.0,855.0,783.0,1025.0,1210.0,1.5
5015,1106035200,3.9,57.3,0.4661,1284.0,1204.0,599.0,1337.0,1531.0,3.1
5016,1106046000,5.5,54.9,0.4985,1342.0,1215.0,542.0,1332.0,1806.0,3.8
5017,1106078400,6.4,82.9,0.8022,1523.0,1342.0,466.0,1588.0,1677.0,4.2
5018,1106082000,10.3,74.0,0.9237,1172.0,813.0,774.0,1233.0,1118.0,1.5
5019,1106085600,11.3,71.8,0.9577,1021.0,670.0,932.0,1187.0,828.0,0.1
5020,1106089200,9.8,81.9,0.9923,1125.0,758.0,820.0,1241.0,867.0,0.2
5021,1106092800,9.5,83.8,0.9972,1197.0,840.0,712.0,1298.0,974.0,0.9
5022,1106096400,9.9,81.0,0.9885,1174.0,842.0,723.0,1286.0,975.0,1.0
5023,1106100000,9.9,79.8,0.9725,1106.0,733.0,822.0,1208.0,902.0,0.4
5024,1106118000,5.6,69.5,0.6362,909.0,622.0,1046.0,992.0,730.0,0.1
5025,1106121600,7.0,64.9,0.6512,1098.0,881.0,760.0,1203.0,974.0,0.7
5026,1106125200,7.1,65.4,0.6644,1036.0,868.0,732.0,1158.0,958.0,1.2
5027,1106128800,6.4,67.4,0.6537,912.0,692.0,923.0,1020.0,713.0,0.2
5028,1106139600,8.6,63.3,0.7073,965.0,742.0,889.0,1099.0,661.0,0.3
5029,1106143200,10.0,55.0,0.6753,1009.0,845.0,771.0,1132.0,856.0,0.6
5030,1106146800,9.4,53.6,0.6333,918.0,729.0,904.0,1014.0,639.0,0.2
5031,1106150400,9.2,55.0,0.6402,920.0,729.0,891.0,1013.0,647.0,0.2
5032,1106154000,8.7,55.1,0.6228,923.0,715.0,915.0,1015.0,646.0,0.7
5033,1106157600,8.9,54.4,0.62,1021.0,883.0,766.0,1139.0,846.0,1.8
5034,1106161200,8.6,53.6,0.5992,998.0,858.0,770.0,1109.0,857.0,2.2
5035,1106164800,9.0,50.4,0.5809,1061.0,962.0,721.0,1167.0,942.0,2.3
5036,1106168400,9.2,49.8,0.5808,1016.0,892.0,758.0,1109.0,945.0,2.6
5037,1106172000,8.8,52.1,0.5918,859.0,611.0,1053.0,918.0,562.0,1.1
5038,1106175600,8.8,50.9,0.5781,945.0,707.0,963.0,1005.0,657.0,1.2
5039,1106179200,8.7,51.1,0.5755,937.0,715.0,896.0,995.0,723.0,1.8
5040,1106182800,8.6,51.5,0.5772,876.0,618.0,1032.0,948.0,555.0,1.1
5041,1106186400,8.5,51.9,0.5766,831.0,530.0,1169.0,893.0,472.0,0.9
5042,1106193600,7.8,54.2,0.5755,810.0,470.0,1315.0,863.0,412.0,0.6
5043,1106197200,7.1,56.0,0.569,822.0,493.0,1278.0,876.0,453.0,0.6
5044,1106200800,7.0,57.6,0.5784,898.0,646.0,1013.0,954.0,702.0,0.9
5045,1106204400,7.5,55.3,0.5734,909.0,636.0,992.0,947.0,720.0,1.0
5046,1106208000,7.0,56.3,0.566,1256.0,1130.0,616.0,1316.0,1311.0,3.4
5047,1106211600,7.6,53.5,0.5605,1298.0,1217.0,552.0,1409.0,1444.0,4.2
5048,1106218800,12.4,37.1,0.5329,1139.0,1031.0,649.0,1181.0,1388.0,2.9
5049,1106222400,13.9,32.3,0.5117,1135.0,1047.0,641.0,1175.0,1379.0,2.6
5050,1106226000,14.4,28.9,0.4723,1117.0,1071.0,638.0,1178.0,1289.0,2.6
5051,1106229600,14.8,25.4,0.4259,1094.0,1128.0,626.0,1191.0,1280.0,3.0
5052,1106233200,15.1,20.8,0.3536,982.0,990.0,745.0,1018.0,1059.0,2.3
5053,1106236800,15.4,23.5,0.4076,1107.0,1134.0,639.0,1172.0,1299.0,3.0
5054,1106240400,13.7,28.1,0.4381,1290.0,1349.0,534.0,1386.0,1638.0,4.5
5055,1106244000,11.5,37.5,0.5068,1445.0,1516.0,455.0,1594.0,1946.0,6.0
5056,1106247600,10.4,42.3,0.5337,1357.0,1330.0,511.0,1414.0,1798.0,4.3
5057,1106251200,9.9,44.0,0.5381,1248.0,1179.0,577.0,1259.0,1609.0,3.4
5058,1106254800,8.7,48.3,0.5458,1220.0,1085.0,618.0,1205.0,1531.0,2.8
5059,1106258400,8.1,49.9,0.5417,1137.0,856.0,758.0,1032.0,1338.0,2.1
5060,1106262000,7.3,52.8,0.5419,1102.0,829.0,773.0,1015.0,1274.0,1.7
5061,1106265600,8.0,52.2,0.5623,1082.0,801.0,780.0,1035.0,1200.0,1.8
5062,1106269200,6.8,56.4,0.5609,1053.0,795.0,786.0,1039.0,1143.0,1.6
5063,1106272800,6.7,57.4,0.5654,1003.0,740.0,847.0,992.0,1048.0,1.4
5064,1106283600,5.5,66.5,0.6054,1118.0,841.0,702.0,1056.0,1368.0,1.3
5065,1106287200,5.9,65.8,0.6178,1206.0,948.0,628.0,1129.0,1540.0,1.6
5066,1106290800,6.4,63.9,0.6192,1256.0,1056.0,582.0,1230.0,1575.0,2.4
5067,1106294400,7.2,62.2,0.6351,1501.0,1367.0,465.0,1558.0,1856.0,4.5
5068,1106301600,8.3,58.5,0.6403,1427.0,1280.0,500.0,1481.0,1948.0,4.3
5069,1106316000,12.8,46.9,0.6919,1300.0,1113.0,573.0,1291.0,1845.0,2.9
5070,1106319600,13.1,48.0,0.7181,1401.0,1204.0,526.0,1401.0,1947.0,3.0
5071,1106326800,13.4,51.2,0.7808,1411.0,1191.0,519.0,1426.0,1920.0,1.4
5072,1106330400,12.1,55.3,0.7777,1434.0,1239.0,506.0,1458.0,1835.0,2.3
5073,1106334000,12.0,56.5,0.7924,1489.0,1305.0,476.0,1547.0,1919.0,1.6
5074,1106348400,8.1,73.8,0.7968,1508.0,1246.0,496.0,1498.0,1791.0,1.7
5075,1106359200,7.1,77.3,0.7826,1392.0,1153.0,542.0,1395.0,1506.0,1.5
5076,1106366400,7.0,77.8,0.7848,1297.0,1032.0,605.0,1297.0,1300.0,0.5
5077,1106370000,5.7,80.5,0.7416,1331.0,1106.0,568.0,1322.0,1383.0,0.9
5078,1106373600,5.2,81.4,0.7276,1288.0,1036.0,590.0,1242.0,1413.0,0.4
5079,1106377200,5.6,80.4,0.7349,1322.0,1091.0,565.0,1307.0,1471.0,0.5
5080,1106380800,6.3,78.8,0.7544,1390.0,1167.0,522.0,1392.0,1619.0,0.8
5081,1106384400,6.9,76.9,0.7682,1443.0,1207.0,502.0,1431.0,1673.0,1.4
5082,1106388000,9.2,67.7,0.79,1496.0,1254.0,484.0,1472.0,1881.0,1.6
5083,1106395200,14.0,52.0,0.8288,1432.0,1150.0,527.0,1393.0,1818.0,1.0
5084,1106398800,15.0,50.2,0.8495,1398.0,1149.0,535.0,1417.0,1699.0,1.0
5085,1106402400,14.9,49.9,0.8394,1380.0,1206.0,515.0,1500.0,1677.0,1.3
5086,1106406000,15.8,33.8,0.6034,1022.0,857.0,770.0,1068.0,1088.0,0.1
5087,1106416800,13.4,27.2,0.4157,987.0,925.0,776.0,1016.0,1066.0,0.1
5088,1106420400,12.2,28.7,0.4077,1100.0,1057.0,687.0,1126.0,1241.0,0.4
5089,1106424000,11.3,25.7,0.3422,1064.0,1072.0,704.0,1103.0,1220.0,0.7
5090,1106427600,9.7,31.9,0.3848,1316.0,1327.0,549.0,1328.0,1613.0,2.7
5091,1106431200,8.4,36.5,0.4035,1262.0,1208.0,587.0,1219.0,1577.0,2.1
5092,1106434800,8.2,36.8,0.4016,1259.0,1152.0,610.0,1165.0,1569.0,1.3
5093,1106438400,8.0,36.0,0.3872,1166.0,981.0,697.0,993.0,1445.0,0.8
5094,1106532000,4.0,80.4,0.663,1127.0,884.0,704.0,1173.0,983.0,0.1
5095,1106542800,6.6,51.3,0.5026,791.0,459.0,1421.0,809.0,390.0,0.3
5096,1106546400,7.0,47.2,0.4745,836.0,520.0,1296.0,832.0,479.0,0.5
5097,1106550000,6.6,47.9,0.4686,907.0,644.0,1028.0,902.0,732.0,0.6
5098,1106553600,7.2,49.8,0.5061,1174.0,1018.0,688.0,1210.0,1149.0,1.8
5099,1106557200,6.9,52.8,0.5293,1094.0,967.0,682.0,1147.0,1136.0,2.0
5100,1106560800,8.7,46.7,0.5249,992.0,800.0,797.0,1007.0,934.0,1.4
5101,1106564400,10.0,40.6,0.4971,955.0,783.0,844.0,976.0,845.0,0.6
5102,1106568000,11.8,35.4,0.4877,959.0,771.0,852.0,975.0,808.0,0.5
5103,1106571600,10.7,37.2,0.4788,981.0,804.0,829.0,997.0,783.0,0.7
5104,1106578800,10.7,33.1,0.4256,1023.0,898.0,759.0,1034.0,899.0,1.1
5105,1106582400,10.6,34.2,0.4375,1009.0,860.0,787.0,993.0,922.0,1.3
5106,1106586000,8.9,38.1,0.4341,1007.0,884.0,780.0,1014.0,951.0,1.0
5107,1106589600,7.8,39.7,0.4206,1054.0,992.0,715.0,1092.0,1051.0,1.5
5108,1106593200,7.3,42.2,0.4341,1018.0,934.0,740.0,1014.0,967.0,1.5
5109,1106596800,6.9,42.5,0.4257,976.0,870.0,795.0,971.0,861.0,1.2
5110,1106600400,6.6,43.2,0.4247,872.0,689.0,970.0,866.0,631.0,0.3
5111,1106640000,4.3,45.9,0.3843,869.0,646.0,1068.0,876.0,476.0,0.2
5112,1106643600,4.2,50.1,0.4168,938.0,785.0,853.0,969.0,704.0,0.7
5113,1106647200,3.4,62.7,0.4943,951.0,769.0,856.0,1000.0,735.0,0.5
5114,1106650800,5.0,51.4,0.4534,892.0,702.0,935.0,924.0,735.0,0.4
5115,1106654400,5.7,44.1,0.4063,876.0,703.0,968.0,892.0,653.0,0.3
5116,1106658000,5.2,44.5,0.3968,872.0,686.0,972.0,880.0,603.0,0.3
5117,1106661600,4.7,48.6,0.4194,893.0,722.0,932.0,917.0,645.0,0.4
5118,1106665200,4.5,51.0,0.4327,879.0,687.0,980.0,914.0,564.0,0.2
5119,1106668800,5.1,50.1,0.4432,896.0,689.0,966.0,909.0,614.0,0.4
5120,1106672400,5.0,50.4,0.443,909.0,706.0,928.0,923.0,658.0,0.4
5121,1106676000,4.3,56.4,0.4721,958.0,758.0,858.0,985.0,719.0,0.7
5122,1106679600,4.3,56.7,0.476,984.0,803.0,813.0,1012.0,772.0,1.0
5123,1106683200,4.3,57.0,0.4771,991.0,814.0,790.0,1040.0,812.0,1.1
5124,1106686800,3.5,60.3,0.4782,881.0,638.0,990.0,910.0,583.0,0.3
5125,1106690400,4.1,52.5,0.4351,853.0,616.0,1071.0,870.0,491.0,0.1
5126,1106726400,3.3,50.2,0.3934,896.0,668.0,1043.0,887.0,519.0,0.3
5127,1106730000,3.5,47.5,0.3778,913.0,733.0,902.0,901.0,681.0,0.6
5128,1106733600,4.3,49.4,0.4136,871.0,638.0,1022.0,860.0,583.0,0.3
5129,1106737200,4.5,48.4,0.4131,872.0,662.0,1007.0,874.0,628.0,0.1
5130,1106740800,4.3,50.0,0.4199,858.0,634.0,1053.0,868.0,566.0,0.1
5131,1106744400,4.3,49.7,0.4166,876.0,683.0,993.0,894.0,572.0,0.2
5132,1106748000,4.9,45.3,0.3955,900.0,751.0,891.0,913.0,637.0,0.5
5133,1106751600,5.6,42.4,0.3884,864.0,678.0,987.0,866.0,579.0,0.3
5134,1106755200,5.7,43.1,0.3984,902.0,721.0,924.0,900.0,666.0,0.3
5135,1106758800,4.8,49.7,0.4305,916.0,720.0,912.0,922.0,707.0,0.3
5136,1106762400,5.1,43.0,0.3821,1004.0,918.0,752.0,1033.0,990.0,1.0
5137,1106766000,5.3,44.4,0.397,1024.0,945.0,729.0,1073.0,1026.0,1.4
5138,1106769600,4.9,47.9,0.418,1011.0,884.0,763.0,1048.0,910.0,1.4
5139,1106773200,4.7,50.8,0.4398,1006.0,822.0,794.0,1025.0,897.0,1.1
5140,1106776800,4.6,54.8,0.4704,913.0,645.0,966.0,922.0,651.0,0.4
5141,1106780400,4.0,56.8,0.4688,905.0,620.0,986.0,904.0,598.0,0.2
5142,1106784000,4.2,46.8,0.39,872.0,628.0,1009.0,857.0,560.0,0.2
5143,1106787600,4.5,42.0,0.3571,843.0,597.0,1059.0,808.0,527.0,0.2
5144,1106791200,4.1,42.1,0.3487,863.0,622.0,1025.0,826.0,574.0,0.2
5145,1106802000,4.1,45.9,0.3804,778.0,417.0,1531.0,745.0,312.0,0.4
5146,1106805600,4.3,42.5,0.3556,801.0,470.0,1313.0,762.0,382.0,0.5
5147,1106809200,4.6,38.1,0.3267,827.0,533.0,1198.0,775.0,488.0,0.7
5148,1106812800,4.6,39.4,0.3367,1038.0,837.0,822.0,972.0,915.0,1.9
5149,1106816400,4.8,41.9,0.3634,1040.0,917.0,739.0,1038.0,1021.0,2.4
5150,1106820000,5.9,40.2,0.376,980.0,790.0,839.0,934.0,897.0,2.0
5151,1106823600,7.0,38.4,0.3861,912.0,683.0,961.0,872.0,699.0,1.3
5152,1106827200,6.6,40.2,0.3944,887.0,649.0,1009.0,854.0,588.0,1.0
5153,1106830800,6.6,41.2,0.4046,922.0,716.0,930.0,893.0,643.0,1.2
5154,1106834400,7.3,36.8,0.3779,928.0,748.0,900.0,900.0,685.0,1.5
5155,1106838000,7.3,35.0,0.3584,921.0,736.0,921.0,881.0,673.0,1.3
5156,1106841600,7.0,33.5,0.3367,905.0,747.0,924.0,850.0,691.0,1.5
5157,1106845200,6.5,32.4,0.3155,906.0,769.0,913.0,865.0,726.0,1.5
5158,1106848800,5.7,33.9,0.3131,981.0,886.0,819.0,928.0,912.0,2.1
5159,1106852400,5.0,36.1,0.3178,1053.0,987.0,750.0,1025.0,1048.0,2.6
5160,1106856000,4.7,38.3,0.3306,1086.0,1032.0,717.0,1049.0,1136.0,3.0
5161,1106859600,4.5,39.9,0.339,967.0,811.0,863.0,911.0,909.0,2.0
5162,1106863200,4.3,41.1,0.3451,902.0,689.0,995.0,838.0,719.0,1.4
5163,1106866800,4.0,43.1,0.3551,916.0,725.0,953.0,855.0,746.0,1.3
5164,1106870400,3.7,46.0,0.3701,895.0,677.0,999.0,827.0,700.0,1.2
5165,1106874000,3.3,47.4,0.3716,866.0,613.0,1075.0,810.0,579.0,1.1
5166,1106877600,3.0,49.1,0.3774,861.0,585.0,1120.0,807.0,553.0,0.9
5167,1106884800,3.6,48.0,0.3835,849.0,522.0,1158.0,779.0,467.0,0.6
5168,1106888400,4.0,47.8,0.3919,818.0,486.0,1282.0,781.0,422.0,0.5
5169,1106892000,4.1,48.1,0.3975,864.0,554.0,1159.0,819.0,545.0,0.6
5170,1106895600,4.1,47.4,0.3926,856.0,559.0,1138.0,810.0,556.0,0.7
5171,1106899200,4.2,48.7,0.4073,1024.0,823.0,827.0,992.0,879.0,1.6
5172,1106902800,4.1,49.8,0.4117,1050.0,909.0,742.0,1055.0,993.0,2.2
5173,1106906400,4.3,48.4,0.4043,984.0,832.0,822.0,966.0,892.0,1.8
5174,1106910000,4.6,49.7,0.4271,990.0,808.0,838.0,975.0,901.0,1.5
5175,1106913600,4.5,49.6,0.421,970.0,798.0,842.0,941.0,874.0,1.8
5176,1106917200,4.4,48.4,0.4087,943.0,781.0,871.0,925.0,722.0,1.4
5177,1106920800,4.7,47.2,0.4075,994.0,871.0,793.0,997.0,836.0,2.1
5178,1106924400,4.2,49.5,0.4118,932.0,767.0,888.0,920.0,669.0,1.6
5179,1106928000,3.4,50.7,0.3991,891.0,706.0,949.0,860.0,600.0,1.3
5180,1106964000,1.9,49.7,0.3528,793.0,480.0,1306.0,745.0,376.0,0.7
5181,1106971200,1.4,53.8,0.3687,776.0,445.0,1460.0,737.0,330.0,0.5
5182,1106974800,1.0,54.7,0.3657,766.0,448.0,1494.0,734.0,321.0,0.5
5183,1106978400,1.4,52.3,0.3591,774.0,458.0,1473.0,735.0,334.0,0.4
5184,1106982000,1.6,51.0,0.3561,801.0,494.0,1324.0,754.0,395.0,0.5
5185,1106985600,1.4,53.1,0.3642,847.0,586.0,1163.0,814.0,473.0,0.8
5186,1106989200,1.7,54.1,0.3785,874.0,641.0,1022.0,857.0,553.0,1.1
5187,1106992800,2.5,51.0,0.3778,879.0,642.0,1027.0,836.0,545.0,1.1
5188,1106996400,2.9,48.7,0.3706,888.0,652.0,1025.0,833.0,547.0,1.1
5189,1107000000,3.6,45.8,0.3674,873.0,610.0,1051.0,819.0,527.0,1.1
5190,1107003600,3.1,48.1,0.3722,877.0,618.0,1027.0,830.0,505.0,1.1
5191,1107007200,3.4,46.6,0.3668,893.0,653.0,987.0,845.0,550.0,1.2
5192,1107010800,3.7,45.8,0.3697,866.0,602.0,1071.0,809.0,465.0,1.0
5193,1107014400,4.4,43.7,0.3688,873.0,629.0,1049.0,817.0,467.0,1.2
5194,1107018000,4.0,44.9,0.3689,911.0,676.0,998.0,855.0,555.0,1.3
5195,1107021600,3.3,46.8,0.3671,908.0,653.0,980.0,847.0,551.0,1.4
5196,1107025200,3.1,48.1,0.3707,907.0,657.0,981.0,844.0,569.0,1.3
5197,1107028800,2.8,49.0,0.37,925.0,678.0,960.0,861.0,594.0,1.4
5198,1107032400,3.1,47.4,0.3661,920.0,649.0,983.0,849.0,598.0,1.5
5199,1107036000,2.9,49.0,0.3725,865.0,561.0,1102.0,791.0,434.0,1.0
5200,1107039600,2.8,49.1,0.3726,867.0,553.0,1136.0,792.0,412.0,1.0
5201,1107043200,2.9,49.7,0.3782,900.0,604.0,1051.0,815.0,469.0,1.1
5202,1107046800,3.8,46.5,0.3762,901.0,599.0,1023.0,825.0,515.0,1.3
5203,1107050400,3.2,46.9,0.3658,863.0,560.0,1107.0,787.0,430.0,1.0
5204,1107061200,3.1,44.4,0.342,806.0,459.0,1322.0,728.0,368.0,0.6
5205,1107064800,3.0,43.4,0.3337,801.0,454.0,1374.0,727.0,348.0,0.5
5206,1107068400,2.8,43.8,0.3308,790.0,431.0,1439.0,722.0,354.0,0.4
5207,1107072000,2.7,43.2,0.3259,805.0,465.0,1358.0,736.0,382.0,0.5
5208,1107075600,3.3,42.3,0.3299,843.0,520.0,1202.0,762.0,450.0,0.7
5209,1107079200,4.6,39.0,0.333,849.0,537.0,1148.0,757.0,460.0,0.8
5210,1107082800,5.6,37.5,0.3426,872.0,583.0,1126.0,765.0,441.0,0.8
5211,1107086400,7.2,34.2,0.3488,890.0,585.0,1097.0,776.0,454.0,1.0
5212,1107090000,6.9,35.6,0.3561,874.0,552.0,1128.0,760.0,415.0,0.9
5213,1107093600,8.2,30.1,0.3281,863.0,553.0,1133.0,742.0,419.0,0.9
5214,1107097200,7.6,27.9,0.2927,840.0,566.0,1176.0,717.0,368.0,0.9
5215,1107100800,7.9,25.9,0.2774,845.0,569.0,1151.0,709.0,397.0,1.0
5216,1107104400,7.8,28.3,0.3017,888.0,625.0,1062.0,763.0,510.0,1.0
5217,1107108000,6.3,28.8,0.2772,845.0,582.0,1120.0,719.0,473.0,1.1
5218,1107111600,5.4,30.1,0.2726,880.0,641.0,1077.0,759.0,537.0,1.2
5219,1107115200,5.0,31.1,0.273,917.0,708.0,972.0,787.0,670.0,1.6
5220,1107118800,4.6,33.8,0.2898,927.0,715.0,965.0,797.0,711.0,1.7
5221,1107122400,4.3,36.6,0.3064,868.0,615.0,1095.0,752.0,551.0,1.1
5222,1107126000,4.0,39.0,0.3203,932.0,685.0,996.0,820.0,670.0,1.3
5223,1107129600,2.9,42.8,0.3276,971.0,741.0,901.0,864.0,771.0,1.7
5224,1107133200,3.4,38.9,0.3076,891.0,650.0,987.0,782.0,586.0,1.5
5225,1107136800,4.0,36.4,0.2982,806.0,495.0,1282.0,685.0,355.0,0.8
5226,1107144000,3.7,37.7,0.3024,791.0,435.0,1486.0,668.0,292.0,0.4
5227,1107147600,3.4,38.9,0.3075,787.0,415.0,1474.0,667.0,293.0,0.4
5228,1107151200,3.7,37.5,0.3012,814.0,449.0,1363.0,674.0,328.0,0.4
5229,1107154800,3.7,35.2,0.2833,844.0,538.0,1164.0,726.0,479.0,0.7
5230,1107158400,3.7,33.9,0.2732,1049.0,863.0,826.0,923.0,979.0,1.8
5231,1107176400,12.5,17.2,0.2477,1060.0,1048.0,707.0,983.0,1246.0,2.5
5232,1107180000,13.2,17.3,0.2606,1056.0,1040.0,711.0,976.0,1187.0,2.7
5233,1107183600,13.5,18.7,0.2872,1131.0,1139.0,643.0,1097.0,1363.0,2.9
5234,1107187200,14.1,18.2,0.2908,1162.0,1170.0,618.0,1131.0,1425.0,3.2
5235,1107190800,13.0,20.3,0.303,1283.0,1328.0,552.0,1294.0,1722.0,4.1
5236,1107205200,6.3,39.4,0.3795,1283.0,1149.0,587.0,1148.0,1799.0,3.7
5237,1107208800,5.4,43.5,0.3922,1109.0,863.0,737.0,960.0,1527.0,2.1
5238,1107212400,5.1,45.6,0.4056,1055.0,782.0,798.0,940.0,1377.0,1.4
5239,1107216000,4.2,49.4,0.412,1038.0,756.0,813.0,921.0,1317.0,1.3
5240,1107219600,4.1,50.1,0.415,996.0,698.0,871.0,894.0,1228.0,1.1
5241,1107223200,4.1,51.5,0.4263,995.0,680.0,879.0,904.0,1201.0,1.0
5242,1107230400,2.5,64.8,0.4807,1042.0,688.0,814.0,935.0,1204.0,0.8
5243,1107234000,1.8,68.9,0.4878,1042.0,701.0,795.0,945.0,1216.0,0.9
5244,1107237600,2.0,64.9,0.4661,1024.0,724.0,814.0,944.0,1198.0,1.1
5245,1107241200,2.2,65.3,0.473,1147.0,886.0,702.0,1056.0,1381.0,1.6
5246,1107262800,9.5,47.2,0.5589,1451.0,1264.0,497.0,1408.0,1965.0,3.7
5247,1107266400,11.8,44.4,0.6118,1432.0,1264.0,487.0,1476.0,1888.0,4.2
5248,1107270000,12.7,45.5,0.6648,1408.0,1202.0,506.0,1411.0,1774.0,3.3
5249,1107273600,13.5,44.8,0.6898,1377.0,1129.0,540.0,1392.0,1626.0,3.2
5250,1107277200,12.3,48.9,0.6967,1454.0,1190.0,508.0,1434.0,1761.0,3.6
5251,1107280800,10.8,40.3,0.5201,1268.0,1128.0,573.0,1255.0,1533.0,3.5
5252,1107284400,9.4,36.7,0.4324,1259.0,1211.0,559.0,1243.0,1531.0,4.1
5253,1107288000,8.3,39.5,0.4318,1261.0,1143.0,595.0,1208.0,1477.0,4.0
5254,1107291600,7.8,41.3,0.4389,1133.0,971.0,683.0,1059.0,1332.0,3.3
5255,1107295200,7.3,43.8,0.4505,1054.0,818.0,777.0,966.0,1210.0,3.0
5256,1107298800,6.7,47.6,0.4688,1055.0,783.0,805.0,969.0,1167.0,2.6
5257,1107302400,6.6,51.2,0.5007,1059.0,747.0,820.0,964.0,1133.0,2.6
5258,1107306000,6.4,52.6,0.5074,1063.0,769.0,807.0,993.0,1109.0,2.6
5259,1107309600,5.3,57.8,0.5177,1135.0,854.0,722.0,1065.0,1218.0,2.9
5260,1107316800,3.3,66.8,0.5215,1058.0,753.0,764.0,986.0,1149.0,2.5
5261,1107320400,3.7,62.9,0.5059,1040.0,688.0,846.0,920.0,1090.0,2.0
5262,1107324000,2.6,67.5,0.5034,1069.0,737.0,792.0,946.0,1114.0,2.2
5263,1107327600,3.5,60.9,0.4857,1042.0,771.0,795.0,941.0,1089.0,2.4
5264,1107331200,2.7,63.4,0.4787,1322.0,1151.0,566.0,1286.0,1446.0,4.0
5265,1107342000,9.7,40.1,0.4832,1337.0,1143.0,560.0,1236.0,1769.0,4.3
5266,1107345600,12.7,30.0,0.4398,1281.0,1132.0,577.0,1206.0,1696.0,4.0
5267,1107349200,13.7,20.7,0.3221,1037.0,981.0,721.0,1000.0,1086.0,2.6
5268,1107352800,13.7,19.9,0.3114,1028.0,983.0,728.0,979.0,1048.0,2.2
5269,1107356400,14.1,18.1,0.2884,984.0,913.0,762.0,930.0,990.0,1.9
5270,1107360000,14.5,18.0,0.2956,1010.0,940.0,759.0,960.0,1027.0,1.8
5271,1107363600,13.2,20.4,0.3074,1113.0,1096.0,645.0,1092.0,1359.0,3.1
5272,1107367200,10.5,25.1,0.3194,1253.0,1284.0,536.0,1285.0,1618.0,4.8
5273,1107370800,8.9,31.4,0.3597,1400.0,1499.0,461.0,1527.0,1869.0,5.8
5274,1107378000,6.7,39.6,0.3906,1281.0,1168.0,571.0,1195.0,1756.0,4.1
5275,1107381600,5.8,42.0,0.3904,1084.0,855.0,748.0,939.0,1446.0,1.8
5276,1107385200,4.9,45.9,0.3999,1097.0,892.0,719.0,979.0,1423.0,1.7
5277,1107388800,4.5,47.9,0.4079,1032.0,791.0,793.0,915.0,1278.0,1.7
5278,1107392400,3.9,51.6,0.4226,1046.0,812.0,782.0,940.0,1265.0,1.5
5279,1107396000,3.4,54.7,0.4323,975.0,707.0,860.0,902.0,1107.0,1.1
5280,1107406800,1.2,63.7,0.4327,932.0,645.0,916.0,882.0,1006.0,0.3
5281,1107410400,2.1,60.3,0.4368,937.0,640.0,923.0,870.0,1010.0,0.4
5282,1107414000,1.3,63.1,0.4322,996.0,724.0,861.0,938.0,1067.0,0.6
5283,1107432000,11.5,33.0,0.4476,1205.0,989.0,643.0,1084.0,1597.0,2.2
5284,1107435600,12.2,34.3,0.4864,1322.0,1110.0,568.0,1208.0,1776.0,2.7
5285,1107439200,13.5,35.0,0.5396,1301.0,1074.0,574.0,1255.0,1636.0,2.7
5286,1107442800,14.9,34.9,0.5869,1280.0,1030.0,597.0,1246.0,1480.0,2.1
