CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetimestamp,DateTime
4.5,1452.0,657.0,22.1,1354.0,282.0,620.0,128.0,2057.0,1501.0,12.0,58.1,0.8138,1081843200,2004-04-13 08:00:00
2.7,1172.0,324.0,11.8,1042.0,206.0,797.0,120.0,1641.0,1186.0,12.8,52.0,0.7643,1081846800,2004-04-13 09:00:00
1.6,1020.0,144.0,7.3,871.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,1081850400,2004-04-13 10:00:00
1.6,1044.0,135.0,8.0,900.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435,1081854000,2004-04-13 11:00:00
1.6,1020.0,140.0,7.2,866.0,116.0,972.0,84.0,1429.0,791.0,15.1,42.7,0.7294,1081857600,2004-04-13 12:00:00
1.5,1009.0,141.0,7.7,885.0,112.0,994.0,87.0,1439.0,751.0,16.3,38.1,0.7006,1081861200,2004-04-13 13:00:00
1.8,1073.0,181.0,9.7,966.0,128.0,935.0,87.0,1537.0,805.0,16.6,36.7,0.6867,1081864800,2004-04-13 14:00:00
2.1,1098.0,227.0,9.8,971.0,145.0,877.0,103.0,1527.0,966.0,15.8,40.5,0.7241,1081868400,2004-04-13 15:00:00
1.7,1061.0,149.0,7.7,887.0,110.0,920.0,88.0,1462.0,869.0,16.3,41.8,0.7712,1081872000,2004-04-13 16:00:00
3.0,1289.0,425.0,15.3,1158.0,184.0,755.0,118.0,1791.0,1196.0,16.1,42.8,0.7783,1081875600,2004-04-13 17:00:00
4.6,1442.0,669.0,21.5,1337.0,243.0,630.0,134.0,2004.0,1523.0,15.3,46.8,0.8074,1081879200,2004-04-13 18:00:00
5.0,1479.0,680.0,21.7,1343.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815,1081882800,2004-04-13 19:00:00
3.5,1266.0,446.0,14.6,1138.0,205.0,726.0,129.0,1747.0,1370.0,14.1,49.6,0.7931,1081886400,2004-04-13 20:00:00
2.1,1149.0,205.0,9.3,952.0,144.0,845.0,108.0,1577.0,1204.0,13.5,54.1,0.8351,1081890000,2004-04-13 21:00:00
2.1,1168.0,194.0,9.4,954.0,152.0,843.0,104.0,1586.0,1201.0,12.3,59.2,0.8461,1081893600,2004-04-13 22:00:00
1.5,1079.0,115.0,6.8,847.0,108.0,925.0,90.0,1463.0,1122.0,11.6,62.2,0.851,1081897200,2004-04-13 23:00:00
1.1,1047.0,74.0,4.9,760.0,64.0,1032.0,74.0,1379.0,1003.0,11.5,61.4,0.8303,1081900800,2004-04-14 00:00:00
0.9,936.0,85.0,3.9,705.0,73.0,1086.0,73.0,1364.0,918.0,10.9,64.6,0.8395,1081904400,2004-04-14 01:00:00
0.7,900.0,66.0,2.7,635.0,47.0,1207.0,60.0,1307.0,836.0,11.1,63.2,0.8331,1081908000,2004-04-14 02:00:00
0.9,905.0,47.0,3.3,670.0,79.0,1191.0,62.0,1346.0,820.0,10.2,65.8,0.8196,1081918800,2004-04-14 05:00:00
1.6,1079.0,116.0,7.4,875.0,113.0,947.0,71.0,1535.0,998.0,10.3,65.6,0.8225,1081922400,2004-04-14 06:00:00
3.9,1417.0,478.0,18.2,1246.0,263.0,669.0,94.0,1921.0,1403.0,10.8,64.0,0.8307,1081926000,2004-04-14 07:00:00
4.3,1397.0,655.0,18.3,1248.0,263.0,659.0,119.0,1906.0,1534.0,15.8,46.8,0.8328,1081933200,2004-04-14 09:00:00
2.7,1214.0,312.0,12.3,1061.0,183.0,780.0,103.0,1662.0,1257.0,19.5,34.4,0.7738,1081936800,2004-04-14 10:00:00
2.1,1109.0,195.0,8.9,935.0,147.0,882.0,95.0,1518.0,1026.0,21.1,30.2,0.745,1081940400,2004-04-14 11:00:00
2.1,1122.0,238.0,10.4,993.0,132.0,859.0,95.0,1571.0,993.0,18.4,34.2,0.7185,1081944000,2004-04-14 12:00:00
3.9,1489.0,536.0,19.1,1270.0,309.0,633.0,114.0,1889.0,1638.0,13.5,53.4,0.8196,1082019600,2004-04-15 09:00:00
3.8,1451.0,481.0,17.3,1219.0,327.0,661.0,127.0,1804.0,1633.0,15.0,49.3,0.8364,1082023200,2004-04-15 10:00:00
3.8,1454.0,460.0,17.5,1225.0,299.0,661.0,135.0,1809.0,1654.0,17.1,42.1,0.812,1082026800,2004-04-15 11:00:00
3.9,1392.0,597.0,17.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,18.4,36.9,0.7758,1082030400,2004-04-15 12:00:00
3.5,1351.0,465.0,17.0,1210.0,195.0,709.0,120.0,1783.0,1374.0,19.3,35.4,0.7824,1082034000,2004-04-15 13:00:00
4.0,1418.0,542.0,19.5,1282.0,231.0,681.0,129.0,1890.0,1418.0,19.2,35.7,0.7826,1082037600,2004-04-15 14:00:00
3.0,1303.0,437.0,14.8,1143.0,170.0,748.0,114.0,1734.0,1228.0,21.5,30.4,0.7677,1082041200,2004-04-15 15:00:00
3.1,1292.0,383.0,14.0,1116.0,192.0,746.0,129.0,1676.0,1293.0,19.6,34.6,0.7807,1082044800,2004-04-15 16:00:00
5.2,1560.0,778.0,24.4,1413.0,251.0,594.0,149.0,2046.0,1642.0,19.6,35.5,0.8017,1082048400,2004-04-15 17:00:00
6.1,1746.0,824.0,24.2,1409.0,319.0,553.0,148.0,2119.0,1898.0,16.8,49.8,0.9446,1082059200,2004-04-15 20:00:00
4.6,1607.0,660.0,19.8,1290.0,264.0,587.0,134.0,1960.0,1758.0,16.2,53.2,0.9723,1082062800,2004-04-15 21:00:00
2.5,1277.0,203.0,9.3,952.0,144.0,802.0,111.0,1607.0,1284.0,14.9,59.1,0.9928,1082066400,2004-04-15 22:00:00
2.2,1207.0,136.0,7.3,868.0,119.0,877.0,106.0,1532.0,1075.0,13.9,64.0,1.013,1082070000,2004-04-15 23:00:00
2.0,1209.0,114.0,7.1,863.0,120.0,882.0,108.0,1547.0,1084.0,13.7,66.8,1.041,1082073600,2004-04-16 00:00:00
1.9,1189.0,110.0,6.7,844.0,96.0,887.0,93.0,1566.0,1049.0,13.4,69.6,1.0688,1082077200,2004-04-16 01:00:00
1.6,1132.0,127.0,6.0,810.0,77.0,899.0,83.0,1532.0,1021.0,12.8,71.9,1.0632,1082080800,2004-04-16 02:00:00
1.0,1033.0,70.0,3.6,686.0,63.0,1030.0,69.0,1420.0,948.0,11.9,74.8,1.038,1082088000,2004-04-16 04:00:00
1.2,1075.0,93.0,5.4,782.0,97.0,941.0,77.0,1505.0,988.0,11.6,76.4,1.0415,1082091600,2004-04-16 05:00:00
2.0,1242.0,179.0,10.0,978.0,180.0,778.0,87.0,1686.0,1184.0,11.7,75.3,1.0325,1082095200,2004-04-16 06:00:00
4.5,1657.0,523.0,23.2,1384.0,352.0,579.0,109.0,2176.0,1600.0,12.8,71.0,1.0428,1082098800,2004-04-16 07:00:00
4.1,1406.0,546.0,18.7,1258.0,279.0,636.0,116.0,1890.0,1495.0,13.8,61.1,0.9595,1082102400,2004-04-16 08:00:00
2.6,1150.0,251.0,9.9,973.0,186.0,827.0,105.0,1590.0,1188.0,15.3,51.4,0.8886,1082106000,2004-04-16 09:00:00
2.3,1184.0,222.0,10.2,983.0,169.0,823.0,106.0,1604.0,1166.0,16.6,48.7,0.9146,1082109600,2004-04-16 10:00:00
2.6,1223.0,212.0,11.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,17.6,46.7,0.9324,1082113200,2004-04-16 11:00:00
2.4,1196.0,263.0,10.5,997.0,127.0,802.0,100.0,1644.0,1128.0,19.2,42.7,0.9425,1082116800,2004-04-16 12:00:00
4.3,1559.0,535.0,18.9,1267.0,230.0,653.0,149.0,2047.0,1373.0,15.7,62.5,1.1092,1082120400,2004-04-16 13:00:00
4.6,1544.0,609.0,18.9,1266.0,280.0,613.0,148.0,2066.0,1415.0,14.5,75.7,1.2425,1082124000,2004-04-16 14:00:00
4.0,1485.0,449.0,17.5,1223.0,242.0,650.0,126.0,1980.0,1302.0,14.4,77.4,1.2654,1082127600,2004-04-16 15:00:00
4.7,1498.0,536.0,17.7,1230.0,250.0,649.0,140.0,1963.0,1308.0,14.6,74.9,1.2391,1082131200,2004-04-16 16:00:00
5.7,1593.0,743.0,23.0,1378.0,309.0,582.0,142.0,2159.0,1449.0,14.6,76.0,1.2573,1082134800,2004-04-16 17:00:00
5.2,1529.0,575.0,20.4,1309.0,270.0,627.0,141.0,2083.0,1385.0,14.0,76.3,1.2166,1082138400,2004-04-16 18:00:00
6.4,1689.0,783.0,26.8,1474.0,323.0,560.0,149.0,2298.0,1492.0,13.9,78.0,1.2303,1082142000,2004-04-16 19:00:00
6.0,1535.0,706.0,19.9,1295.0,307.0,627.0,140.0,2039.0,1380.0,13.8,78.0,1.2229,1082145600,2004-04-16 20:00:00
3.4,1304.0,299.0,12.5,1067.0,224.0,737.0,117.0,1811.0,1167.0,13.5,79.4,1.2224,1082149200,2004-04-16 21:00:00
2.7,1235.0,159.0,9.6,963.0,166.0,803.0,103.0,1680.0,1095.0,13.1,80.1,1.2016,1082152800,2004-04-16 22:00:00
3.1,1281.0,171.0,10.0,977.0,171.0,794.0,99.0,1695.0,1105.0,12.8,81.0,1.1915,1082156400,2004-04-16 23:00:00
2.6,1167.0,162.0,8.1,904.0,169.0,846.0,100.0,1627.0,1051.0,12.7,80.6,1.1819,1082160000,2004-04-17 00:00:00
2.2,1134.0,111.0,7.1,863.0,120.0,869.0,88.0,1599.0,1009.0,12.5,81.8,1.1838,1082163600,2004-04-17 01:00:00
1.9,1100.0,134.0,6.4,829.0,103.0,887.0,83.0,1565.0,972.0,12.7,81.2,1.1849,1082167200,2004-04-17 02:00:00
0.6,852.0,46.0,2.9,646.0,59.0,1186.0,59.0,1321.0,793.0,14.2,52.2,0.8413,1082696400,2004-04-23 05:00:00
0.8,923.0,56.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,0.9003,1082700000,2004-04-23 06:00:00
4.0,1490.0,452.0,22.6,1368.0,244.0,627.0,95.0,2119.0,1541.0,14.0,58.0,0.9202,1082703600,2004-04-23 07:00:00
5.0,1553.0,759.0,22.1,1354.0,358.0,621.0,142.0,2030.0,1895.0,19.1,42.1,0.9233,1082710800,2004-04-23 09:00:00
3.2,1423.0,394.0,18.3,1247.0,245.0,706.0,142.0,1887.0,1684.0,23.7,31.0,0.8968,1082714400,2004-04-23 10:00:00
3.8,1458.0,639.0,22.0,1350.0,240.0,677.0,169.0,1947.0,1731.0,26.9,25.7,0.8942,1082718000,2004-04-23 11:00:00
3.3,1349.0,541.0,20.1,1299.0,179.0,728.0,142.0,1838.0,1402.0,29.7,20.6,0.8478,1082721600,2004-04-23 12:00:00
3.0,1326.0,468.0,18.9,1265.0,160.0,757.0,136.0,1835.0,1246.0,29.2,21.5,0.8573,1082725200,2004-04-23 13:00:00
3.2,1356.0,483.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,0.8181,1082728800,2004-04-23 14:00:00
4.6,1497.0,698.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,0.8136,1082736000,2004-04-23 16:00:00
4.6,1482.0,692.0,20.8,1319.0,230.0,660.0,146.0,1975.0,1703.0,21.5,40.8,1.0333,1082750400,2004-04-23 20:00:00
1.8,1211.0,145.0,10.9,1010.0,98.0,816.0,98.0,1619.0,1246.0,20.5,41.5,0.9864,1082754000,2004-04-23 21:00:00
2.2,1294.0,208.0,13.0,1083.0,121.0,770.0,108.0,1687.0,1321.0,19.2,44.9,0.9875,1082757600,2004-04-23 22:00:00
2.0,1300.0,204.0,11.8,1043.0,110.0,777.0,107.0,1659.0,1375.0,18.8,47.7,1.0221,1082761200,2004-04-23 23:00:00
2.8,1402.0,240.0,13.4,1098.0,161.0,736.0,113.0,1729.0,1456.0,18.2,49.7,1.0284,1082764800,2004-04-24 00:00:00
2.6,1349.0,251.0,13.4,1097.0,148.0,707.0,100.0,1763.0,1442.0,16.1,57.4,1.0451,1082768400,2004-04-24 01:00:00
1.8,1161.0,173.0,9.0,938.0,109.0,827.0,87.0,1597.0,1243.0,16.3,55.3,1.0178,1082772000,2004-04-24 02:00:00
0.7,933.0,65.0,3.7,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,0.9644,1082782800,2004-04-24 05:00:00
0.9,1021.0,119.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499,1082786400,2004-04-24 06:00:00
1.5,1134.0,151.0,10.0,979.0,106.0,794.0,73.0,1639.0,1140.0,14.6,56.8,0.9385,1082790000,2004-04-24 07:00:00
2.5,1311.0,305.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,0.9788,1082793600,2004-04-24 08:00:00
3.0,1409.0,415.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,1.039,1082797200,2004-04-24 09:00:00
2.6,1301.0,321.0,12.3,1059.0,161.0,787.0,107.0,1727.0,1297.0,23.9,33.7,0.9837,1082800800,2004-04-24 10:00:00
2.6,1354.0,358.0,14.4,1130.0,139.0,765.0,114.0,1808.0,1291.0,26.8,29.5,1.0209,1082804400,2004-04-24 11:00:00
2.6,1391.0,350.0,14.6,1136.0,134.0,738.0,105.0,1840.0,1296.0,27.2,32.4,1.1493,1082808000,2004-04-24 12:00:00
1.9,1200.0,238.0,8.7,929.0,84.0,879.0,74.0,1623.0,972.0,26.9,32.1,1.1217,1082811600,2004-04-24 13:00:00
2.0,1338.0,215.0,11.0,1016.0,98.0,798.0,95.0,1766.0,1194.0,24.3,41.8,1.2561,1082815200,2004-04-24 14:00:00
1.7,1223.0,192.0,9.0,938.0,91.0,884.0,89.0,1610.0,880.0,25.6,36.0,1.1629,1082818800,2004-04-24 15:00:00
1.9,1278.0,205.0,10.7,1003.0,99.0,845.0,95.0,1691.0,909.0,27.0,31.8,1.1176,1082822400,2004-04-24 16:00:00
1.8,1257.0,165.0,9.9,973.0,90.0,860.0,93.0,1634.0,839.0,27.5,31.6,1.1417,1082826000,2004-04-24 17:00:00
2.8,1497.0,283.0,15.7,1171.0,147.0,725.0,123.0,1899.0,1248.0,24.9,38.1,1.1838,1082829600,2004-04-24 18:00:00
3.5,1567.0,467.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,1.1276,1082833200,2004-04-24 19:00:00
3.4,1503.0,485.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,1.2631,1082836800,2004-04-24 20:00:00
2.0,1169.0,202.0,6.8,850.0,88.0,906.0,79.0,1584.0,873.0,15.6,73.5,1.2953,1082840400,2004-04-24 21:00:00
1.1,1007.0,64.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,1.1774,1082844000,2004-04-24 22:00:00
1.3,1004.0,71.0,3.2,667.0,68.0,1157.0,69.0,1365.0,492.0,11.5,76.9,1.0436,1082847600,2004-04-24 23:00:00
1.2,967.0,84.0,3.1,661.0,61.0,1181.0,67.0,1321.0,463.0,12.2,66.8,0.9455,1082851200,2004-04-25 00:00:00
1.3,984.0,70.0,3.9,707.0,71.0,1131.0,73.0,1359.0,494.0,12.4,64.1,0.9209,1082854800,2004-04-25 01:00:00
1.0,931.0,61.0,3.6,689.0,63.0,1161.0,73.0,1317.0,503.0,12.7,58.7,0.8605,1082858400,2004-04-25 02:00:00
0.5,804.0,31.0,1.1,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,0.7285,1082872800,2004-04-25 06:00:00
0.6,830.0,41.0,1.4,535.0,42.0,1496.0,50.0,1184.0,375.0,13.5,48.6,0.7487,1082876400,2004-04-25 07:00:00
0.6,833.0,40.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476,1082880000,2004-04-25 08:00:00
0.8,875.0,35.0,2.3,603.0,48.0,1370.0,48.0,1206.0,385.0,15.1,43.9,0.7487,1082883600,2004-04-25 09:00:00
1.0,882.0,44.0,2.5,621.0,61.0,1346.0,56.0,1216.0,403.0,16.6,38.6,0.7236,1082887200,2004-04-25 10:00:00
0.9,862.0,71.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,0.6789,1082890800,2004-04-25 11:00:00
1.0,863.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683,1082894400,2004-04-25 12:00:00
0.8,830.0,46.0,2.2,596.0,54.0,1389.0,52.0,1145.0,371.0,17.9,30.7,0.6234,1082898000,2004-04-25 13:00:00
0.7,807.0,50.0,2.0,584.0,41.0,1488.0,44.0,1104.0,347.0,18.3,27.2,0.5675,1082901600,2004-04-25 14:00:00
0.9,873.0,51.0,3.4,675.0,57.0,1343.0,59.0,1181.0,396.0,19.4,25.7,0.5738,1082905200,2004-04-25 15:00:00
1.3,931.0,64.0,4.5,739.0,83.0,1274.0,74.0,1219.0,474.0,20.2,24.1,0.563,1082908800,2004-04-25 16:00:00
1.4,918.0,138.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,0.5625,1082912400,2004-04-25 17:00:00
1.5,1001.0,137.0,6.0,811.0,98.0,1122.0,83.0,1344.0,625.0,18.5,27.8,0.5843,1082916000,2004-04-25 18:00:00
2.7,1169.0,303.0,11.7,1039.0,124.0,883.0,100.0,1550.0,941.0,17.8,30.3,0.6129,1082919600,2004-04-25 19:00:00
2.5,1085.0,204.0,8.2,907.0,133.0,976.0,101.0,1419.0,893.0,16.6,34.0,0.6353,1082923200,2004-04-25 20:00:00
1.4,940.0,95.0,5.1,769.0,100.0,1103.0,90.0,1310.0,731.0,15.5,37.0,0.6447,1082926800,2004-04-25 21:00:00
2.8,1126.0,347.0,13.0,1083.0,116.0,875.0,93.0,1654.0,955.0,14.8,39.5,0.6595,1082930400,2004-04-25 22:00:00
2.1,978.0,252.0,7.0,858.0,102.0,1013.0,79.0,1379.0,761.0,14.5,42.0,0.6896,1082934000,2004-04-25 23:00:00
1.1,893.0,66.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,0.7206,1082937600,2004-04-26 00:00:00
0.7,838.0,45.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,0.7333,1082941200,2004-04-26 01:00:00
0.4,803.0,36.0,1.3,527.0,17.0,1513.0,25.0,1152.0,369.0,14.1,45.3,0.7247,1082944800,2004-04-26 02:00:00
0.4,809.0,21.0,1.2,521.0,35.0,1575.0,44.0,1158.0,378.0,13.9,43.9,0.6923,1082955600,2004-04-26 05:00:00
0.8,898.0,60.0,3.4,676.0,70.0,1271.0,72.0,1307.0,517.0,14.0,43.8,0.6959,1082959200,2004-04-26 06:00:00
1.9,1053.0,155.0,7.5,880.0,116.0,982.0,91.0,1464.0,786.0,14.4,43.6,0.7113,1082962800,2004-04-26 07:00:00
2.1,1033.0,235.0,8.9,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,0.7093,1082966400,2004-04-26 08:00:00
1.4,941.0,89.0,5.3,780.0,113.0,1080.0,84.0,1343.0,720.0,16.3,38.4,0.7052,1082970000,2004-04-26 09:00:00
1.4,941.0,76.0,5.4,782.0,110.0,1102.0,83.0,1328.0,668.0,18.3,32.3,0.676,1082973600,2004-04-26 10:00:00
1.3,917.0,101.0,5.2,772.0,98.0,1098.0,78.0,1311.0,605.0,18.8,31.7,0.6821,1082977200,2004-04-26 11:00:00
1.5,977.0,109.0,6.6,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,0.6968,1082980800,2004-04-26 12:00:00
1.6,994.0,143.0,6.9,851.0,95.0,1018.0,75.0,1436.0,640.0,20.2,30.7,0.7176,1082984400,2004-04-26 13:00:00
1.3,942.0,104.0,5.4,785.0,86.0,1065.0,77.0,1365.0,571.0,19.7,32.5,0.7396,1082988000,2004-04-26 14:00:00
1.4,981.0,107.0,6.0,810.0,86.0,1060.0,77.0,1395.0,605.0,20.7,31.6,0.7602,1082991600,2004-04-26 15:00:00
1.5,984.0,133.0,6.4,832.0,91.0,1034.0,81.0,1410.0,636.0,20.0,32.7,0.7545,1082995200,2004-04-26 16:00:00
2.2,1116.0,171.0,10.7,1003.0,119.0,864.0,101.0,1625.0,886.0,18.6,35.4,0.7535,1082998800,2004-04-26 17:00:00
3.2,1181.0,405.0,13.9,1114.0,147.0,787.0,119.0,1685.0,1032.0,18.3,35.9,0.7501,1083002400,2004-04-26 18:00:00
3.0,1163.0,334.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8,37.5,0.7568,1083006000,2004-04-26 19:00:00
2.6,1081.0,236.0,9.3,950.0,124.0,907.0,109.0,1496.0,924.0,17.3,38.8,0.7584,1083009600,2004-04-26 20:00:00
1.6,1017.0,99.0,6.7,842.0,89.0,1000.0,101.0,1441.0,846.0,17.3,38.8,0.7596,1083013200,2004-04-26 21:00:00
1.5,966.0,93.0,5.3,778.0,79.0,1057.0,89.0,1359.0,755.0,16.4,40.8,0.7542,1083016800,2004-04-26 22:00:00
1.2,924.0,82.0,4.0,709.0,63.0,1158.0,75.0,1318.0,610.0,16.0,41.4,0.7487,1083020400,2004-04-26 23:00:00
0.8,861.0,51.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4,43.0,0.7482,1083024000,2004-04-27 00:00:00
0.7,826.0,41.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,0.7539,1083027600,2004-04-27 01:00:00
0.5,846.0,31.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6,43.4,0.7651,1083031200,2004-04-27 02:00:00
0.7,930.0,38.0,3.3,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5,47.3,0.8282,1083042000,2004-04-27 05:00:00
1.4,1120.0,111.0,8.9,935.0,112.0,843.0,76.0,1593.0,1126.0,14.4,53.1,0.8677,1083045600,2004-04-27 06:00:00
4.1,1518.0,584.0,23.4,1389.0,314.0,589.0,122.0,2101.0,1703.0,15.9,48.5,0.8704,1083049200,2004-04-27 07:00:00
4.6,1461.0,633.0,23.8,1398.0,240.0,630.0,129.0,2050.0,1628.0,18.1,40.3,0.8294,1083052800,2004-04-27 08:00:00
1.9,1075.0,145.0,7.9,896.0,128.0,938.0,94.0,1487.0,936.0,19.6,35.9,0.81,1083056400,2004-04-27 09:00:00
1.9,1061.0,155.0,8.2,908.0,141.0,968.0,99.0,1455.0,890.0,22.8,29.1,0.796,1083060000,2004-04-27 10:00:00
1.7,1066.0,128.0,8.8,931.0,118.0,979.0,81.0,1474.0,757.0,24.8,25.3,0.7793,1083063600,2004-04-27 11:00:00
2.4,1179.0,255.0,14.6,1137.0,132.0,829.0,87.0,1651.0,949.0,27.2,22.0,0.7785,1083067200,2004-04-27 12:00:00
3.0,1251.0,411.0,18.0,1238.0,150.0,773.0,107.0,1779.0,1109.0,28.2,20.4,0.7677,1083070800,2004-04-27 13:00:00
2.0,1120.0,173.0,12.0,1048.0,121.0,898.0,95.0,1560.0,870.0,25.4,24.2,0.7733,1083074400,2004-04-27 14:00:00
2.7,1187.0,277.0,14.8,1142.0,149.0,840.0,110.0,1651.0,1011.0,25.7,23.8,0.7737,1083078000,2004-04-27 15:00:00
2.2,1145.0,259.0,12.5,1066.0,120.0,903.0,99.0,1592.0,885.0,27.2,22.1,0.7811,1083081600,2004-04-27 16:00:00
2.9,1215.0,274.0,15.5,1164.0,155.0,817.0,113.0,1689.0,1015.0,27.0,22.3,0.786,1083085200,2004-04-27 17:00:00
3.4,1317.0,377.0,17.7,1231.0,172.0,766.0,127.0,1798.0,1155.0,24.5,27.8,0.8433,1083088800,2004-04-27 18:00:00
3.9,1388.0,457.0,21.6,1341.0,177.0,702.0,131.0,1955.0,1315.0,23.7,30.2,0.8718,1083092400,2004-04-27 19:00:00
3.6,1295.0,555.0,18.9,1266.0,181.0,716.0,137.0,1849.0,1359.0,21.5,34.5,0.8746,1083096000,2004-04-27 20:00:00
2.5,1153.0,279.0,12.5,1066.0,135.0,811.0,122.0,1651.0,1194.0,19.9,37.8,0.8675,1083099600,2004-04-27 21:00:00
1.8,1078.0,137.0,8.8,932.0,99.0,905.0,100.0,1511.0,951.0,18.9,40.6,0.8771,1083103200,2004-04-27 22:00:00
2.0,1133.0,203.0,10.9,1012.0,111.0,806.0,108.0,1608.0,1054.0,17.9,43.5,0.884,1083106800,2004-04-27 23:00:00
1.3,1055.0,101.0,8.0,899.0,72.0,880.0,83.0,1504.0,980.0,17.4,46.3,0.9112,1083110400,2004-04-28 00:00:00
1.0,953.0,86.0,4.4,735.0,54.0,999.0,74.0,1396.0,898.0,18.1,44.7,0.9186,1083114000,2004-04-28 01:00:00
0.6,892.0,51.0,2.8,639.0,41.0,1139.0,64.0,1359.0,803.0,16.5,50.1,0.9331,1083117600,2004-04-28 02:00:00
0.5,856.0,33.0,2.5,619.0,29.0,1191.0,39.0,1345.0,677.0,16.3,52.8,0.9722,1083128400,2004-04-28 05:00:00
1.1,1030.0,95.0,7.5,880.0,76.0,892.0,69.0,1539.0,996.0,13.9,60.7,0.9597,1083132000,2004-04-28 06:00:00
4.2,1486.0,588.0,22.0,1351.0,274.0,571.0,100.0,2112.0,1692.0,16.1,54.8,0.996,1083139200,2004-04-28 08:00:00
4.6,1592.0,658.0,24.7,1423.0,322.0,577.0,146.0,2155.0,2108.0,19.3,46.4,1.0248,1083142800,2004-04-28 09:00:00
3.4,1469.0,372.0,18.4,1252.0,255.0,692.0,155.0,1903.0,1807.0,24.2,33.8,1.0097,1083146400,2004-04-28 10:00:00
2.8,1364.0,386.0,16.8,1205.0,196.0,723.0,139.0,1850.0,1566.0,26.7,28.7,0.9895,1083150000,2004-04-28 11:00:00
2.5,1285.0,333.0,14.2,1123.0,136.0,755.0,121.0,1741.0,1293.0,27.4,28.2,1.0098,1083153600,2004-04-28 12:00:00
2.4,1311.0,293.0,15.7,1170.0,119.0,748.0,108.0,1787.0,1219.0,28.1,26.9,1.0094,1083157200,2004-04-28 13:00:00
3.2,1416.0,511.0,21.9,1348.0,169.0,684.0,126.0,1969.0,1330.0,27.7,26.5,0.9693,1083160800,2004-04-28 14:00:00
3.5,1387.0,559.0,20.8,1318.0,197.0,701.0,145.0,1890.0,1299.0,28.4,23.4,0.8935,1083164400,2004-04-28 15:00:00
2.9,1329.0,375.0,16.2,1185.0,140.0,768.0,121.0,1750.0,1111.0,28.4,26.0,0.9922,1083168000,2004-04-28 16:00:00
3.6,1496.0,509.0,19.8,1292.0,178.0,680.0,145.0,1878.0,1300.0,27.3,30.0,1.0752,1083171600,2004-04-28 17:00:00
4.8,1676.0,790.0,28.9,1525.0,223.0,567.0,160.0,2226.0,1653.0,24.3,37.3,1.1199,1083175200,2004-04-28 18:00:00
5.4,1724.0,816.0,28.3,1510.0,222.0,562.0,155.0,2252.0,1716.0,23.1,42.2,1.1746,1083178800,2004-04-28 19:00:00
5.3,1642.0,804.0,24.9,1426.0,265.0,597.0,162.0,2117.0,1720.0,21.8,43.6,1.1226,1083182400,2004-04-28 20:00:00
2.7,1267.0,332.0,13.1,1088.0,151.0,764.0,129.0,1740.0,1339.0,19.8,46.8,1.0702,1083186000,2004-04-28 21:00:00
1.4,1146.0,156.0,8.6,923.0,79.0,845.0,96.0,1575.0,1166.0,19.6,49.8,1.1221,1083189600,2004-04-28 22:00:00
1.6,1216.0,143.0,9.5,960.0,87.0,788.0,92.0,1662.0,1256.0,17.9,56.2,1.142,1083193200,2004-04-28 23:00:00
